Block	norm_pos	G1	G2	G3	sample	INV
0	0	0	1	0	C091-CHA-C11	INV
1	0.028571429	0	1	0	C091-CHA-C11	INV
2	0.057142857	0	1	0	C091-CHA-C11	No
3	0.085714286	0	0.602739726	0.397260274	C091-CHA-C11	No
4	0.114285714	0	0.8	0.2	C091-CHA-C11	No
5	0.142857143	0	0.666666667	0.333333333	C091-CHA-C11	No
6	0.171428571	0	0.647887324	0.352112676	C091-CHA-C11	No
7	0.2	0	0.786885246	0.213114754	C091-CHA-C11	No
8	0.228571429	0	0.409836066	0.590163934	C091-CHA-C11	No
9	0.257142857	0	0.244444444	0.755555556	C091-CHA-C11	No
10	0.285714286	0	0.347457627	0.652542373	C091-CHA-C11	No
11	0.314285714	0	0.352941176	0.647058824	C091-CHA-C11	No
12	0.342857143	0	0.6875	0.3125	C091-CHA-C11	No
13	0.371428571	0	0.63	0.37	C091-CHA-C11	No
14	0.4	0	0.34893617	0.65106383	C091-CHA-C11	No
15	0.428571429	0	0.548672566	0.451327434	C091-CHA-C11	No
16	0.457142857	0	0.347826087	0.652173913	C091-CHA-C11	No
17	0.485714286	0	0.6	0.4	C091-CHA-C11	No
18	0.514285714	0	0.05955335	0.94044665	C091-CHA-C11	No
19	0.542857143	0	0.358490566	0.641509434	C091-CHA-C11	No
20	0.571428571	0	0.314516129	0.685483871	C091-CHA-C11	No
21	0.6	0	0.491071429	0.508928571	C091-CHA-C11	No
22	0.628571429	0	0.318681319	0.681318681	C091-CHA-C11	No
23	0.657142857	0	0.247933884	0.752066116	C091-CHA-C11	No
24	0.685714286	0	0.271276596	0.728723404	C091-CHA-C11	No
25	0.714285714	0	0.078817734	0.921182266	C091-CHA-C11	No
26	0.742857143	0	0.074074074	0.925925926	C091-CHA-C11	No
27	0.771428571	0	0.085	0.915	C091-CHA-C11	No
28	0.8	0	0.268867925	0.731132075	C091-CHA-C11	No
29	0.828571429	0	0.298850575	0.701149425	C091-CHA-C11	No
30	0.857142857	0	0.30418251	0.69581749	C091-CHA-C11	No
31	0.885714286	0	0.07875895	0.92124105	C091-CHA-C11	No
32	0.914285714	0	0.914893617	0.085106383	C091-CHA-C11	INV
33	0.942857143	0	0.393939394	0.606060606	C091-CHA-C11	INV
34	0.971428571	0.090909091	0.909090909	0	C091-CHA-C11	No
35	1	0.888888889	0.111111111	0	C091-CHA-C11	No
0	0	0	1	0	C021-CHA-S01_2	INV
1	0.03125	0	1	0	C021-CHA-S01_2	INV
2	0.0625	0	1	0	C021-CHA-S01_2	No
3	0.09375	0	0.436170213	0.563829787	C021-CHA-S01_2	No
4	0.125	0	0.659259259	0.340740741	C021-CHA-S01_2	No
5	0.15625	0	0.582278481	0.417721519	C021-CHA-S01_2	No
6	0.1875	0	0.342592593	0.657407407	C021-CHA-S01_2	No
7	0.21875	0	0.227272727	0.772727273	C021-CHA-S01_2	No
8	0.25	0	0.221445221	0.778554779	C021-CHA-S01_2	No
9	0.28125	0	0.361111111	0.638888889	C021-CHA-S01_2	No
10	0.3125	0	0.291666667	0.708333333	C021-CHA-S01_2	No
11	0.34375	0	0.147058824	0.852941176	C021-CHA-S01_2	No
12	0.375	0	0.507575758	0.492424242	C021-CHA-S01_2	No
13	0.40625	0	0.357142857	0.642857143	C021-CHA-S01_2	No
14	0.4375	0	0.375	0.625	C021-CHA-S01_2	No
15	0.46875	0	0.192307692	0.807692308	C021-CHA-S01_2	No
16	0.5	0	0.061135371	0.938864629	C021-CHA-S01_2	No
17	0.53125	0	0.191082803	0.808917197	C021-CHA-S01_2	No
18	0.5625	0	0.467181467	0.532818533	C021-CHA-S01_2	No
19	0.59375	0	0.350931677	0.649068323	C021-CHA-S01_2	No
20	0.625	0	0.414814815	0.585185185	C021-CHA-S01_2	No
21	0.65625	0	0.174311927	0.825688073	C021-CHA-S01_2	No
22	0.6875	0	0.534482759	0.465517241	C021-CHA-S01_2	No
23	0.71875	0	0.145695364	0.854304636	C021-CHA-S01_2	No
24	0.75	0	0.083333333	0.916666667	C021-CHA-S01_2	No
25	0.78125	0	0.132075472	0.867924528	C021-CHA-S01_2	No
26	0.8125	0	0.198675497	0.801324503	C021-CHA-S01_2	No
27	0.84375	0	0.308	0.692	C021-CHA-S01_2	No
28	0.875	0	0.040189125	0.959810875	C021-CHA-S01_2	No
29	0.90625	0	0.92	0.08	C021-CHA-S01_2	INV
30	0.9375	0	0.416666667	0.583333333	C021-CHA-S01_2	INV
31	0.96875	0.052631579	0.947368421	0	C021-CHA-S01_2	No
32	1	0.888888889	0.111111111	0	C021-CHA-S01_2	No
0	0	0	1	0	C102-CZA02	INV
1	0.032258065	0	1	0	C102-CZA02	INV
2	0.064516129	0	1	0	C102-CZA02	No
3	0.096774194	0	0.220125786	0.779874214	C102-CZA02	No
4	0.129032258	0	0.281690141	0.718309859	C102-CZA02	No
5	0.161290323	0	0.337037037	0.662962963	C102-CZA02	No
6	0.193548387	0	0.676470588	0.323529412	C102-CZA02	No
7	0.225806452	0	0.692307692	0.307692308	C102-CZA02	No
8	0.258064516	0	0.612903226	0.387096774	C102-CZA02	No
9	0.290322581	0	0.285714286	0.714285714	C102-CZA02	No
10	0.322580645	0	0.391959799	0.608040201	C102-CZA02	No
11	0.35483871	0	0.444444444	0.555555556	C102-CZA02	No
12	0.387096774	0	0.141210375	0.858789625	C102-CZA02	No
13	0.419354839	0	0.490384615	0.509615385	C102-CZA02	No
14	0.451612903	0	0.359375	0.640625	C102-CZA02	No
15	0.483870968	0	0.379746835	0.620253165	C102-CZA02	No
16	0.516129032	0	0.06445993	0.93554007	C102-CZA02	No
17	0.548387097	0	0.415929204	0.584070796	C102-CZA02	No
18	0.580645161	0	0.346801347	0.653198653	C102-CZA02	No
19	0.612903226	0	0.38172043	0.61827957	C102-CZA02	No
20	0.64516129	0	0.195121951	0.804878049	C102-CZA02	No
21	0.677419355	0	0.091891892	0.908108108	C102-CZA02	No
22	0.709677419	0	1	0	C102-CZA02	No
23	0.741935484	0	0.109589041	0.890410959	C102-CZA02	No
24	0.774193548	0	0.205555556	0.794444444	C102-CZA02	No
25	0.806451613	0	0.214876033	0.785123967	C102-CZA02	No
26	0.838709677	0	0.266666667	0.733333333	C102-CZA02	No
27	0.870967742	0	0.08045977	0.91954023	C102-CZA02	No
28	0.903225806	0	0.944444444	0.055555556	C102-CZA02	INV
29	0.935483871	0	0.423076923	0.576923077	C102-CZA02	INV
30	0.967741935	0.066666667	0.933333333	0	C102-CZA02	No
31	1	0.888888889	0.111111111	0	C102-CZA02	No
0	0	0	1	0	C023-CHA-S03_2	INV
1	0.026315789	0	1	0	C023-CHA-S03_2	INV
2	0.052631579	0	1	0	C023-CHA-S03_2	No
3	0.078947368	0	0.62195122	0.37804878	C023-CHA-S03_2	No
4	0.105263158	0	0.720930233	0.279069767	C023-CHA-S03_2	No
5	0.131578947	0	0.655555556	0.344444444	C023-CHA-S03_2	No
6	0.157894737	0	1	0	C023-CHA-S03_2	No
7	0.184210526	0	0.165467626	0.834532374	C023-CHA-S03_2	No
8	0.210526316	0	0.318181818	0.681818182	C023-CHA-S03_2	No
9	0.236842105	0	0.264264264	0.735735736	C023-CHA-S03_2	No
10	0.263157895	0	0.674418605	0.325581395	C023-CHA-S03_2	No
11	0.289473684	0	0.72972973	0.27027027	C023-CHA-S03_2	No
12	0.315789474	0	0.534653465	0.465346535	C023-CHA-S03_2	No
13	0.342105263	0	0.127320955	0.872679045	C023-CHA-S03_2	No
14	0.368421053	0	0.351515152	0.648484848	C023-CHA-S03_2	No
15	0.394736842	0	0.416666667	0.583333333	C023-CHA-S03_2	No
16	0.421052632	0	0.49	0.51	C023-CHA-S03_2	No
17	0.447368421	0	0.440559441	0.559440559	C023-CHA-S03_2	No
18	0.473684211	0	0.333333333	0.666666667	C023-CHA-S03_2	No
19	0.5	0	0.139393939	0.860606061	C023-CHA-S03_2	No
20	0.526315789	0	0.707317073	0.292682927	C023-CHA-S03_2	No
21	0.552631579	0	0.086065574	0.913934426	C023-CHA-S03_2	No
22	0.578947368	0	0.323170732	0.676829268	C023-CHA-S03_2	No
23	0.605263158	0	0.35443038	0.64556962	C023-CHA-S03_2	No
24	0.631578947	0	0.145454545	0.854545455	C023-CHA-S03_2	No
25	0.657894737	0	0.48	0.52	C023-CHA-S03_2	No
26	0.684210526	0	0.425	0.575	C023-CHA-S03_2	No
27	0.710526316	0	0.37037037	0.62962963	C023-CHA-S03_2	No
28	0.736842105	0	0.151515152	0.848484848	C023-CHA-S03_2	No
29	0.763157895	0	0.43877551	0.56122449	C023-CHA-S03_2	No
30	0.789473684	0	1	0	C023-CHA-S03_2	No
31	0.815789474	0	0.109649123	0.890350877	C023-CHA-S03_2	No
32	0.842105263	0	0.203125	0.796875	C023-CHA-S03_2	No
33	0.868421053	0	0.261538462	0.738461538	C023-CHA-S03_2	No
34	0.894736842	0	0.083673469	0.916326531	C023-CHA-S03_2	No
35	0.921052632	0	0.941176471	0.058823529	C023-CHA-S03_2	INV
36	0.947368421	0	0.428571429	0.571428571	C023-CHA-S03_2	INV
37	0.973684211	0.1	0.9	0	C023-CHA-S03_2	No
38	1	0.888888889	0.111111111	0	C023-CHA-S03_2	No
0	0	0	1	0	C048-CHA-N08	INV
1	0.025641026	0	1	0	C048-CHA-N08	INV
2	0.051282051	0	1	0	C048-CHA-N08	No
3	0.076923077	0	0.302752294	0.697247706	C048-CHA-N08	No
4	0.102564103	0	0.303370787	0.696629213	C048-CHA-N08	No
5	0.128205128	0	0.320754717	0.679245283	C048-CHA-N08	No
6	0.153846154	0	0.54	0.46	C048-CHA-N08	No
7	0.179487179	0	0.612903226	0.387096774	C048-CHA-N08	No
8	0.205128205	0	0.615384615	0.384615385	C048-CHA-N08	No
9	0.230769231	0	0.098930481	0.901069519	C048-CHA-N08	No
10	0.256410256	0	0.277372263	0.722627737	C048-CHA-N08	No
11	0.282051282	0	0.288135593	0.711864407	C048-CHA-N08	No
12	0.307692308	0	0.336886994	0.663113006	C048-CHA-N08	No
13	0.333333333	0	0.278195489	0.721804511	C048-CHA-N08	No
14	0.358974359	0	0.112299465	0.887700535	C048-CHA-N08	No
15	0.384615385	0	0.245098039	0.754901961	C048-CHA-N08	No
16	0.41025641	0	0.297577855	0.702422145	C048-CHA-N08	No
17	0.435897436	0	0.541353383	0.458646617	C048-CHA-N08	No
18	0.461538462	0	0.307692308	0.692307692	C048-CHA-N08	No
19	0.487179487	0	0.084656085	0.915343915	C048-CHA-N08	No
20	0.512820513	0	0.151943463	0.848056537	C048-CHA-N08	No
21	0.538461538	0	0.233766234	0.766233766	C048-CHA-N08	No
22	0.564102564	0	0.457446809	0.542553191	C048-CHA-N08	No
23	0.58974359	0	0.103703704	0.896296296	C048-CHA-N08	No
24	0.615384615	0	0.080939948	0.919060052	C048-CHA-N08	No
25	0.641025641	0	0.308411215	0.691588785	C048-CHA-N08	No
26	0.666666667	0	0.293515358	0.706484642	C048-CHA-N08	No
27	0.692307692	0	0.274131274	0.725868726	C048-CHA-N08	No
28	0.717948718	0	0.306666667	0.693333333	C048-CHA-N08	No
29	0.743589744	0	0.35625	0.64375	C048-CHA-N08	No
30	0.769230769	0	0.154255319	0.845744681	C048-CHA-N08	No
31	0.794871795	0	0.06940874	0.93059126	C048-CHA-N08	No
32	0.820512821	0	0.158844765	0.841155235	C048-CHA-N08	No
33	0.846153846	0	0.23880597	0.76119403	C048-CHA-N08	No
34	0.871794872	0	0.321917808	0.678082192	C048-CHA-N08	No
35	0.897435897	0	0.088452088	0.911547912	C048-CHA-N08	No
36	0.923076923	0	0.926829268	0.073170732	C048-CHA-N08	INV
37	0.948717949	0	0.4	0.6	C048-CHA-N08	INV
38	0.974358974	0.1	0.9	0	C048-CHA-N08	No
39	1	0.888888889	0.111111111	0	C048-CHA-N08	No
0	0	0	1	0	C063-CHA-NE03	INV
1	0.033333333	0	1	0	C063-CHA-NE03	INV
2	0.066666667	0	1	0	C063-CHA-NE03	No
3	0.1	0	0.548387097	0.451612903	C063-CHA-NE03	No
4	0.133333333	0	0.5	0.5	C063-CHA-NE03	No
5	0.166666667	0	0.684782609	0.315217391	C063-CHA-NE03	No
6	0.2	0	0.975609756	0.024390244	C063-CHA-NE03	No
7	0.233333333	0	0.350364964	0.649635036	C063-CHA-NE03	No
8	0.266666667	0	0.381578947	0.618421053	C063-CHA-NE03	No
9	0.3	0	0.302839117	0.697160883	C063-CHA-NE03	No
10	0.333333333	0	0.594594595	0.405405405	C063-CHA-NE03	No
11	0.366666667	0	0.666666667	0.333333333	C063-CHA-NE03	No
12	0.4	0	0.586956522	0.413043478	C063-CHA-NE03	No
13	0.433333333	0	0.109589041	0.890410959	C063-CHA-NE03	No
14	0.466666667	0	0.119047619	0.880952381	C063-CHA-NE03	No
15	0.5	0	0.268115942	0.731884058	C063-CHA-NE03	No
16	0.533333333	0	0.457627119	0.542372881	C063-CHA-NE03	No
17	0.566666667	0	0.315789474	0.684210526	C063-CHA-NE03	No
18	0.6	0	0.301801802	0.698198198	C063-CHA-NE03	No
19	0.633333333	0	0.207692308	0.792307692	C063-CHA-NE03	No
20	0.666666667	0	0.226993865	0.773006135	C063-CHA-NE03	No
21	0.7	0	0.298701299	0.701298701	C063-CHA-NE03	No
22	0.733333333	0	0.455696203	0.544303797	C063-CHA-NE03	No
23	0.766666667	0	0.355263158	0.644736842	C063-CHA-NE03	No
24	0.8	0	0.305084746	0.694915254	C063-CHA-NE03	No
25	0.833333333	0	0.144278607	0.855721393	C063-CHA-NE03	No
26	0.866666667	0	0.068888889	0.931111111	C063-CHA-NE03	No
27	0.9	0	0.930232558	0.069767442	C063-CHA-NE03	INV
28	0.933333333	0	0.482758621	0.517241379	C063-CHA-NE03	INV
29	0.966666667	0.071428571	0.928571429	0	C063-CHA-NE03	No
30	1	0.888888889	0.111111111	0	C063-CHA-NE03	No
0	0	0	1	0	C001-CHA-E01	INV
1	0.026315789	0	1	0	C001-CHA-E01	INV
2	0.052631579	0	1	0	C001-CHA-E01	No
3	0.078947368	0	0.539215686	0.460784314	C001-CHA-E01	No
4	0.105263158	0	0.717391304	0.282608696	C001-CHA-E01	No
5	0.131578947	0	0.62037037	0.37962963	C001-CHA-E01	No
6	0.157894737	0	0.980392157	0.019607843	C001-CHA-E01	No
7	0.184210526	0	0.212290503	0.787709497	C001-CHA-E01	No
8	0.210526316	0	0.346938776	0.653061224	C001-CHA-E01	No
9	0.236842105	0	0.272988506	0.727011494	C001-CHA-E01	No
10	0.263157895	0	0.7	0.3	C001-CHA-E01	No
11	0.289473684	0	0.694444444	0.305555556	C001-CHA-E01	No
12	0.315789474	0	0.555555556	0.444444444	C001-CHA-E01	No
13	0.342105263	0	0.129943503	0.870056497	C001-CHA-E01	No
14	0.368421053	0	0.327160494	0.672839506	C001-CHA-E01	No
15	0.394736842	0	0.358208955	0.641791045	C001-CHA-E01	No
16	0.421052632	0	0.134453782	0.865546218	C001-CHA-E01	No
17	0.447368421	0	0.426356589	0.573643411	C001-CHA-E01	No
18	0.473684211	0	0.244444444	0.755555556	C001-CHA-E01	No
19	0.5	0	0.092827004	0.907172996	C001-CHA-E01	No
20	0.526315789	0	0.185483871	0.814516129	C001-CHA-E01	No
21	0.552631579	0	0.372881356	0.627118644	C001-CHA-E01	No
22	0.578947368	0	0.483516484	0.516483516	C001-CHA-E01	No
23	0.605263158	0	0.091240876	0.908759124	C001-CHA-E01	No
24	0.631578947	0	0.06010929	0.93989071	C001-CHA-E01	No
25	0.657894737	0	0.40776699	0.59223301	C001-CHA-E01	No
26	0.684210526	0	0.329457364	0.670542636	C001-CHA-E01	No
27	0.710526316	0	0.295	0.705	C001-CHA-E01	No
28	0.736842105	0	0.18705036	0.81294964	C001-CHA-E01	No
29	0.763157895	0	0.114754098	0.885245902	C001-CHA-E01	No
30	0.789473684	0	1	0	C001-CHA-E01	No
31	0.815789474	0	0.075396825	0.924603175	C001-CHA-E01	No
32	0.842105263	0	0.220408163	0.779591837	C001-CHA-E01	No
33	0.868421053	0	0.314285714	0.685714286	C001-CHA-E01	No
34	0.894736842	0	0.081932773	0.918067227	C001-CHA-E01	No
35	0.921052632	0	0.972972973	0.027027027	C001-CHA-E01	INV
36	0.947368421	0	0.428571429	0.571428571	C001-CHA-E01	INV
37	0.973684211	0.071428571	0.928571429	0	C001-CHA-E01	No
38	1	0.888888889	0.111111111	0	C001-CHA-E01	No
0	0	0	1	0	C067-CHA-NE07	INV
1	0.03030303	0	1	0	C067-CHA-NE07	INV
2	0.060606061	0	1	0	C067-CHA-NE07	No
3	0.090909091	0	0.522222222	0.477777778	C067-CHA-NE07	No
4	0.121212121	0	0.75	0.25	C067-CHA-NE07	No
5	0.151515152	0	0.72173913	0.27826087	C067-CHA-NE07	No
6	0.181818182	0	0.975	0.025	C067-CHA-NE07	No
7	0.212121212	0	0.197368421	0.802631579	C067-CHA-NE07	No
8	0.242424242	0	0.264367816	0.735632184	C067-CHA-NE07	No
9	0.272727273	0	0.276223776	0.723776224	C067-CHA-NE07	No
10	0.303030303	0	0.56097561	0.43902439	C067-CHA-NE07	No
11	0.333333333	0	0.682926829	0.317073171	C067-CHA-NE07	No
12	0.363636364	0	0.602564103	0.397435897	C067-CHA-NE07	No
13	0.393939394	0	0.120418848	0.879581152	C067-CHA-NE07	No
14	0.424242424	0	0.343949045	0.656050955	C067-CHA-NE07	No
15	0.454545455	0	0.25	0.75	C067-CHA-NE07	No
16	0.484848485	0	0.252525253	0.747474747	C067-CHA-NE07	No
17	0.515151515	0	0.082926829	0.917073171	C067-CHA-NE07	No
18	0.545454545	0	0.168831169	0.831168831	C067-CHA-NE07	No
19	0.575757576	0	0.375	0.625	C067-CHA-NE07	No
20	0.606060606	0	0.49	0.51	C067-CHA-NE07	No
21	0.636363636	0	0.112554113	0.887445887	C067-CHA-NE07	No
22	0.666666667	0	0.068359375	0.931640625	C067-CHA-NE07	No
23	0.696969697	0	0.50877193	0.49122807	C067-CHA-NE07	No
24	0.727272727	0	0.306451613	0.693548387	C067-CHA-NE07	No
25	0.757575758	0	0.370588235	0.629411765	C067-CHA-NE07	No
26	0.787878788	0	0.201438849	0.798561151	C067-CHA-NE07	No
27	0.818181818	0	0.12849162	0.87150838	C067-CHA-NE07	No
28	0.848484848	0	1	0	C067-CHA-NE07	No
29	0.878787879	0	0.083809524	0.916190476	C067-CHA-NE07	No
30	0.909090909	0	0.941176471	0.058823529	C067-CHA-NE07	INV
31	0.939393939	0	0.4	0.6	C067-CHA-NE07	INV
32	0.96969697	0.071428571	0.928571429	0	C067-CHA-NE07	No
33	1	0.888888889	0.111111111	0	C067-CHA-NE07	No
0	0	0	1	0	C016-CHA-E16	INV
1	0.03125	0	1	0	C016-CHA-E16	INV
2	0.0625	0	1	0	C016-CHA-E16	No
3	0.09375	0	0.590909091	0.409090909	C016-CHA-E16	No
4	0.125	0	0.75	0.25	C016-CHA-E16	No
5	0.15625	0	0.540540541	0.459459459	C016-CHA-E16	No
6	0.1875	0	0.647058824	0.352941176	C016-CHA-E16	No
7	0.21875	0	0.773584906	0.226415094	C016-CHA-E16	No
8	0.25	0	0.457627119	0.542372881	C016-CHA-E16	No
9	0.28125	0	0.324503311	0.675496689	C016-CHA-E16	No
10	0.3125	0	0.356435644	0.643564356	C016-CHA-E16	No
11	0.34375	0	0.374331551	0.625668449	C016-CHA-E16	No
12	0.375	0	0.685714286	0.314285714	C016-CHA-E16	No
13	0.40625	0	0.5	0.5	C016-CHA-E16	No
14	0.4375	0	0.051229508	0.948770492	C016-CHA-E16	No
15	0.46875	0	0.352422907	0.647577093	C016-CHA-E16	No
16	0.5	0	0.345864662	0.654135338	C016-CHA-E16	No
17	0.53125	0	0.535353535	0.464646465	C016-CHA-E16	No
18	0.5625	0	0.303482587	0.696517413	C016-CHA-E16	No
19	0.59375	0	0.225806452	0.774193548	C016-CHA-E16	No
20	0.625	0	0.302702703	0.697297297	C016-CHA-E16	No
21	0.65625	0	0.083333333	0.916666667	C016-CHA-E16	No
22	0.6875	0	0.11299435	0.88700565	C016-CHA-E16	No
23	0.71875	0	0.077272727	0.922727273	C016-CHA-E16	No
24	0.75	0	0.293838863	0.706161137	C016-CHA-E16	No
25	0.78125	0	0.288888889	0.711111111	C016-CHA-E16	No
26	0.8125	0	0.530769231	0.469230769	C016-CHA-E16	No
27	0.84375	0	0.08097166	0.91902834	C016-CHA-E16	No
28	0.875	0	0.08	0.92	C016-CHA-E16	No
29	0.90625	0	0.911111111	0.088888889	C016-CHA-E16	INV
30	0.9375	0	0.393939394	0.606060606	C016-CHA-E16	INV
31	0.96875	0.090909091	0.909090909	0	C016-CHA-E16	No
32	1	0.888888889	0.111111111	0	C016-CHA-E16	No
0	0	0	1	0	C137-CMH04	INV
1	0.028571429	0	1	0	C137-CMH04	INV
2	0.057142857	0	1	0	C137-CMH04	No
3	0.085714286	0	0.514851485	0.485148515	C137-CMH04	No
4	0.114285714	0	0.717391304	0.282608696	C137-CMH04	No
5	0.142857143	0	0.646464646	0.353535354	C137-CMH04	No
6	0.171428571	0	0.975609756	0.024390244	C137-CMH04	No
7	0.2	0	0.236686391	0.763313609	C137-CMH04	No
8	0.228571429	0	0.342342342	0.657657658	C137-CMH04	No
9	0.257142857	0	0.280254777	0.719745223	C137-CMH04	No
10	0.285714286	0	0.871794872	0.128205128	C137-CMH04	No
11	0.314285714	0	0.571428571	0.428571429	C137-CMH04	No
12	0.342857143	0	0.131016043	0.868983957	C137-CMH04	No
13	0.371428571	0	0.369942197	0.630057803	C137-CMH04	No
14	0.4	0	0.405063291	0.594936709	C137-CMH04	No
15	0.428571429	0	0.132307692	0.867692308	C137-CMH04	No
16	0.457142857	0	0.45	0.55	C137-CMH04	No
17	0.485714286	0	0.257425743	0.742574257	C137-CMH04	No
18	0.514285714	0	0.183333333	0.816666667	C137-CMH04	No
19	0.542857143	0	0.369230769	0.630769231	C137-CMH04	No
20	0.571428571	0	0.45045045	0.54954955	C137-CMH04	No
21	0.6	0	0.078947368	0.921052632	C137-CMH04	No
22	0.628571429	0	0.062043796	0.937956204	C137-CMH04	No
23	0.657142857	0	0.439252336	0.560747664	C137-CMH04	No
24	0.685714286	0	0.286821705	0.713178295	C137-CMH04	No
25	0.714285714	0	0.28042328	0.71957672	C137-CMH04	No
26	0.742857143	0	0.201612903	0.798387097	C137-CMH04	No
27	0.771428571	0	0.125748503	0.874251497	C137-CMH04	No
28	0.8	0	1	0	C137-CMH04	No
29	0.828571429	0	0.108695652	0.891304348	C137-CMH04	No
30	0.857142857	0	0.195744681	0.804255319	C137-CMH04	No
31	0.885714286	0	0.084886128	0.915113872	C137-CMH04	No
32	0.914285714	0	0.958333333	0.041666667	C137-CMH04	INV
33	0.942857143	0	0.4375	0.5625	C137-CMH04	INV
34	0.971428571	0.071428571	0.928571429	0	C137-CMH04	No
35	1	1	0	0	C137-CMH04	No
0	0	0	1	0	C150-CTJ03	No
1	0.03030303	0	1	0	C150-CTJ03	INV
2	0.060606061	0	1	0	C150-CTJ03	No
3	0.090909091	0	0.363636364	0.636363636	C150-CTJ03	No
4	0.121212121	0	0.904761905	0.095238095	C150-CTJ03	No
5	0.151515152	0	0.536082474	0.463917526	C150-CTJ03	No
6	0.181818182	0	0.529411765	0.470588235	C150-CTJ03	No
7	0.212121212	0	0.647887324	0.352112676	C150-CTJ03	No
8	0.242424242	0	0.247524752	0.752475248	C150-CTJ03	No
9	0.272727273	0	0.175757576	0.824242424	C150-CTJ03	No
10	0.303030303	0	0.17218543	0.82781457	C150-CTJ03	No
11	0.333333333	0	0.348958333	0.651041667	C150-CTJ03	No
12	0.363636364	0	0.25	0.75	C150-CTJ03	No
13	0.393939394	0	0.473684211	0.526315789	C150-CTJ03	No
14	0.424242424	0	0.303030303	0.696969697	C150-CTJ03	No
15	0.454545455	0	0.46	0.54	C150-CTJ03	No
16	0.484848485	0	0.206349206	0.793650794	C150-CTJ03	No
17	0.515151515	0	0.082191781	0.917808219	C150-CTJ03	No
18	0.545454545	0	0.083333333	0.916666667	C150-CTJ03	No
19	0.575757576	0	0.150197628	0.849802372	C150-CTJ03	No
20	0.606060606	0	0.072340426	0.927659574	C150-CTJ03	No
21	0.636363636	0	0.301075269	0.698924731	C150-CTJ03	No
22	0.666666667	0	0.259259259	0.740740741	C150-CTJ03	No
23	0.696969697	0	0.447154472	0.552845528	C150-CTJ03	No
24	0.727272727	0	0.16	0.84	C150-CTJ03	No
25	0.757575758	0	0.108527132	0.891472868	C150-CTJ03	No
26	0.787878788	0	0.241830065	0.758169935	C150-CTJ03	No
27	0.818181818	0	0.384615385	0.615384615	C150-CTJ03	No
28	0.848484848	0	0.07804878	0.92195122	C150-CTJ03	No
29	0.878787879	0	0.936170213	0.063829787	C150-CTJ03	INV
30	0.909090909	0	0.424242424	0.575757576	C150-CTJ03	INV
31	0.939393939	0.038461538	0.961538462	0	C150-CTJ03	No
32	0.96969697	0.052631579	0.947368421	0	C150-CTJ03	No
33	1	0.888888889	0.111111111	0	C150-CTJ03	No
0	0	0	1	0	C134-CMH01	INV
1	0.027777778	0	1	0	C134-CMH01	INV
2	0.055555556	0	1	0	C134-CMH01	No
3	0.083333333	0	0.514851485	0.485148515	C134-CMH01	No
4	0.111111111	0	0.711111111	0.288888889	C134-CMH01	No
5	0.138888889	0	0.646464646	0.353535354	C134-CMH01	No
6	0.166666667	0	0.974358974	0.025641026	C134-CMH01	No
7	0.194444444	0	0.235294118	0.764705882	C134-CMH01	No
8	0.222222222	0	0.342342342	0.657657658	C134-CMH01	No
9	0.25	0	0.275641026	0.724358974	C134-CMH01	No
10	0.277777778	0	0.871794872	0.128205128	C134-CMH01	No
11	0.305555556	0	0.575471698	0.424528302	C134-CMH01	No
12	0.333333333	0	0.137254902	0.862745098	C134-CMH01	No
13	0.361111111	0	0.355421687	0.644578313	C134-CMH01	No
14	0.388888889	0	0.405063291	0.594936709	C134-CMH01	No
15	0.416666667	0	0.132307692	0.867692308	C134-CMH01	No
16	0.444444444	0	0.45	0.55	C134-CMH01	No
17	0.472222222	0	0.257425743	0.742574257	C134-CMH01	No
18	0.5	0	0.183333333	0.816666667	C134-CMH01	No
19	0.527777778	0	0.328125	0.671875	C134-CMH01	No
20	0.555555556	0	0.45045045	0.54954955	C134-CMH01	No
21	0.583333333	0	0.077205882	0.922794118	C134-CMH01	No
22	0.611111111	0	0.061930783	0.938069217	C134-CMH01	No
23	0.638888889	0	0.439252336	0.560747664	C134-CMH01	No
24	0.666666667	0	0.286821705	0.713178295	C134-CMH01	No
25	0.694444444	0	0.278947368	0.721052632	C134-CMH01	No
26	0.722222222	0	0.201612903	0.798387097	C134-CMH01	No
